@relation playlist
@attribute timbreMoments-0-0 numeric
@attribute timbreMoments-0-1 numeric
@attribute timbreMoments-0-2 numeric
@attribute timbreMoments-0-3 numeric
@attribute timbreMoments-0-4 numeric
@attribute timbreMoments-0-5 numeric
@attribute timbreMoments-0-6 numeric
@attribute timbreMoments-0-7 numeric
@attribute timbreMoments-1-0 numeric
@attribute timbreMoments-1-1 numeric
@attribute timbreMoments-1-2 numeric
@attribute timbreMoments-1-3 numeric
@attribute timbreMoments-1-4 numeric
@attribute timbreMoments-1-5 numeric
@attribute timbreMoments-1-6 numeric
@attribute timbreMoments-1-7 numeric
@attribute timbreMoments-2-0 numeric
@attribute timbreMoments-2-1 numeric
@attribute timbreMoments-2-2 numeric
@attribute timbreMoments-2-3 numeric
@attribute timbreMoments-2-4 numeric
@attribute timbreMoments-2-5 numeric
@attribute timbreMoments-2-6 numeric
@attribute timbreMoments-2-7 numeric
@attribute timbreMoments-3-0 numeric
@attribute timbreMoments-3-1 numeric
@attribute timbreMoments-3-2 numeric
@attribute timbreMoments-3-3 numeric
@attribute timbreMoments-3-4 numeric
@attribute timbreMoments-3-5 numeric
@attribute timbreMoments-3-6 numeric
@attribute timbreMoments-3-7 numeric
@attribute timbreMoments-4-0 numeric
@attribute timbreMoments-4-1 numeric
@attribute timbreMoments-4-2 numeric
@attribute timbreMoments-4-3 numeric
@attribute timbreMoments-4-4 numeric
@attribute timbreMoments-4-5 numeric
@attribute timbreMoments-4-6 numeric
@attribute timbreMoments-4-7 numeric
@attribute timbreMoments-5-0 numeric
@attribute timbreMoments-5-1 numeric
@attribute timbreMoments-5-2 numeric
@attribute timbreMoments-5-3 numeric
@attribute timbreMoments-5-4 numeric
@attribute timbreMoments-5-5 numeric
@attribute timbreMoments-5-6 numeric
@attribute timbreMoments-5-7 numeric
@attribute timbreMoments-6-0 numeric
@attribute timbreMoments-6-1 numeric
@attribute timbreMoments-6-2 numeric
@attribute timbreMoments-6-3 numeric
@attribute timbreMoments-6-4 numeric
@attribute timbreMoments-6-5 numeric
@attribute timbreMoments-6-6 numeric
@attribute timbreMoments-6-7 numeric
@attribute timbreMoments-7-0 numeric
@attribute timbreMoments-7-1 numeric
@attribute timbreMoments-7-2 numeric
@attribute timbreMoments-7-3 numeric
@attribute timbreMoments-7-4 numeric
@attribute timbreMoments-7-5 numeric
@attribute timbreMoments-7-6 numeric
@attribute timbreMoments-7-7 numeric
@attribute timbreMoments-8-0 numeric
@attribute timbreMoments-8-1 numeric
@attribute timbreMoments-8-2 numeric
@attribute timbreMoments-8-3 numeric
@attribute timbreMoments-8-4 numeric
@attribute timbreMoments-8-5 numeric
@attribute timbreMoments-8-6 numeric
@attribute timbreMoments-8-7 numeric
@attribute timbreMoments-9-0 numeric
@attribute timbreMoments-9-1 numeric
@attribute timbreMoments-9-2 numeric
@attribute timbreMoments-9-3 numeric
@attribute timbreMoments-9-4 numeric
@attribute timbreMoments-9-5 numeric
@attribute timbreMoments-9-6 numeric
@attribute timbreMoments-9-7 numeric
@attribute timbreMoments-10-0 numeric
@attribute timbreMoments-10-1 numeric
@attribute timbreMoments-10-2 numeric
@attribute timbreMoments-10-3 numeric
@attribute timbreMoments-10-4 numeric
@attribute timbreMoments-10-5 numeric
@attribute timbreMoments-10-6 numeric
@attribute timbreMoments-10-7 numeric
@attribute timbreMoments-11-0 numeric
@attribute timbreMoments-11-1 numeric
@attribute timbreMoments-11-2 numeric
@attribute timbreMoments-11-3 numeric
@attribute timbreMoments-11-4 numeric
@attribute timbreMoments-11-5 numeric
@attribute timbreMoments-11-6 numeric
@attribute timbreMoments-11-7 numeric
@attribute normalisedTempo numeric
@attribute loudness numeric
@attribute energy numeric
@attribute valence numeric
@attribute barLengthMean numeric
@attribute barLengthVar numeric
@attribute tatumLengthMean numeric
@attribute tatumLengthVar numeric
@attribute sectionLengthMean numeric
@attribute maxSectionTempo numeric
@attribute minSectionTempo numeric
@attribute playlist {0,1,2}

@data
45.187126475548034,35.04356675867401,45.529,0.615,57.24,56.625,-1.013465365937028,3.7592289679371684,28.9522436762226,2533.384245408079,26.037,-129.167,225.968,355.135,0.15537107945132797,-0.08373259330061153,-11.18105986509275,2036.8858655246847,-13.309,-156.432,140.607,297.039,0.14513045031069413,0.027201333246637947,8.685402192242817,3753.792449962156,0.276,-293.562,280.398,573.96,0.07580209278126067,1.1383342564911576,40.029280775716664,746.6237615253177,39.451,-32.361,148.118,180.47899999999998,0.34929895828021507,0.3792327490733487,-13.299567453625626,1650.5267706827865,-18.097,-156.383,170.653,327.036,0.6813033317436084,1.1734296704148601,-15.240080944350739,664.9036255782522,-14.584,-111.072,62.141,173.213,-0.01770280132108731,0.010914193291807742,-2.520827993254641,1257.9100854353671,-2.825,-131.305,151.722,283.02700000000004,0.12917302744482356,1.1860723987559523,-8.149126475548062,280.749558021121,-7.315,-62.386,41.055,103.441,-0.29506316468351085,-0.14162022490770393,6.150614671163574,605.8270655518185,4.638,-78.154,92.509,170.663,0.4215647909299609,0.5581491541457944,-19.621301011804402,679.3802543270369,-16.38,-130.878,64.357,195.23499999999999,-0.4940983490638351,0.9257921036487982,-2.5731037099494083,217.46486832594422,-0.251,-52.231,33.721,85.952,-0.46208539006134364,-0.16622280419233107,0.07560696562362013,-4.73,0.6291667744041067,0.6845902844605213,2.694862678571429,0.016690269776544395,0.3381347006651877,2.6866682429722083E-5,21.82663642857143,88.859,88.502,0
45.70860893345497,40.24194732229238,46.784,2.115,54.661,52.546,-3.312884075005434,16.15189101392005,78.37018322698255,1525.6639184344629,75.636,-60.765,246.494,307.259,0.3274873344704896,0.2229050759073484,12.829463081130362,2244.5778905517845,7.856,-142.309,171.372,313.68100000000004,0.6123604187532092,0.41602242155045294,10.268110300820425,1675.6594187004155,9.134,-154.509,144.164,298.673,0.13621944942220504,0.7243208521106739,20.38460437556976,989.452425695528,19.237,-60.176,119.24,179.416,0.14860012122194152,-0.24933612853000936,-9.852412032816764,1255.3438926804395,-14.448,-90.014,151.035,241.04899999999998,0.717651506336487,0.4829058166599732,8.827335460346397,734.017237190284,10.341,-98.43,102.64,201.07,-0.2854227063898162,0.5380734505848835,15.70353965360072,619.340821219457,15.214,-103.401,101.371,204.772,-0.11584479841854278,0.9494378211592283,-20.455485870556043,357.92640299272847,-19.879,-74.797,57.827,132.624,0.032679899989514906,0.20937145927709877,3.963410209662714,392.78490042464006,3.076,-45.278,92.442,137.72,0.39781594561284433,0.3342450550798156,-10.336614402917032,438.993113899537,-7.708,-87.196,58.222,145.418,-0.4955118972340486,0.802579095590476,5.015468550592526,146.9909522419387,5.46,-52.376,50.089,102.465,-0.1871865511672246,1.0243158449945113,0.10405376030704794,-8.281,0.761415763780452,0.9182265762938787,2.298735675675675,4.8571733857494006E-5,0.28735163677130077,1.3347073067496044E-6,25.739954,104.735,104.323,0
46.539555016181275,28.960569290088227,47.6,0.0,55.909,55.909,-2.596846532246902,13.157824438522699,59.6052961165048,2758.6814316482746,59.588,-97.89,249.993,347.883,0.2945688449738535,0.6090065749298537,7.906905339805831,3125.9464893473105,7.029,-168.405,191.136,359.541,-0.06332794045250316,0.3423007499137258,28.611273462783178,2729.2933540773843,28.8,-141.507,217.736,359.243,-0.029746427038621532,0.29791293531953883,5.872553398058241,1011.3123695574702,3.612,-80.246,114.67,194.916,0.48106952638937833,0.08414745422081243,2.2047443365695756,1574.0855570876186,0.452,-107.611,299.108,406.719,0.5113594203999705,2.5161196133773833,5.152192556634306,922.4493169863731,7.366,-98.281,95.96,194.24099999999999,-0.3619162631051229,0.10986884124719648,5.141225728155341,859.89600504941,3.887,-126.348,94.82,221.168,0.010071402711333676,0.49568746076438414,-20.66604854368929,423.1251726875205,-23.357,-81.396,66.671,148.067,0.4378048406996953,0.36690098405846727,9.503081715210351,552.3734269285394,9.474,-69.919,96.688,166.607,0.12422507254941771,0.28410359965657234,-20.893617313915875,639.2587758914885,-19.217,-117.602,58.606,176.208,-0.1986224156173231,-0.008592227625986592,2.086492718446601,282.50101196027106,3.78,-70.837,45.94,116.777,-0.6391941774676655,0.8966343058051693,0.1181411919594349,-7.617,0.8309928743263538,0.7221457244757766,2.1567566363636366,0.002602758028031692,0.2689809932279913,4.431976413513403E-6,21.769655454545457,112.474,109.074,0
50.14935219657489,49.700271565134855,52.012,1.509,57.207,55.698,-3.6563024783245397,15.864699536608013,39.002454206999296,1409.1478194567308,37.783,-75.619,474.066,549.685,1.6062441685464082,13.691016015761573,32.811842144452754,2874.101662972079,29.474,-158.33,223.838,382.168,0.31718355422567895,0.3442469068175233,15.348059568131012,1938.8426117579947,13.434,-276.551,340.934,617.485,0.21979303265793101,6.246286685682132,28.169343261355127,1314.4079126369274,25.103,-73.456,164.404,237.86,0.45498291506536076,0.42779214939784044,-6.672514519731953,1057.6116802142083,-10.137,-95.745,127.684,223.429,0.6194989484065756,1.0129505791184215,-5.237752047654507,693.2923792924227,-4.049,-86.488,73.903,160.39100000000002,-0.23914553847698708,0.11984737314449478,2.300163812360386,488.2920151311179,0.214,-95.368,125.162,220.53,0.4148913628277366,1.4319164733452285,-5.944881608339531,277.3367154904437,-6.145,-60.549,63.508,124.057,0.2247680581462614,0.7840295423406274,8.592000744601636,297.8230636758565,7.693,-42.127,85.456,127.583,0.5876063911411618,1.2266987981823432,-15.069476545048413,508.9509473569388,-13.955,-138.36,60.523,198.883,-0.398854510528852,1.3358024425106063,-8.454223380491438,221.29526726004917,-8.976,-60.476,45.054,105.53,0.23566704979588338,0.6100061968143087,0.07393948132699896,-5.467,0.772076449177068,0.903038354369176,2.7525010377358474,0.053915810866531924,0.3444109624413139,1.474780627623949E-4,29.36662,87.761,83.061,0
45.64622287390025,29.569599212509527,46.94,13.477,54.037,40.56,-2.050389848959029,6.04240585474672,20.954487781036157,3039.745583357729,24.664,-281.315,178.61,459.925,-0.5414180152463627,1.6687902585375447,-74.57686999022468,2595.0955461543103,-69.239,-202.781,94.55,297.331,-0.25781849834505993,-0.21859748852215086,-7.641956011730197,3378.64724502839,-11.231,-187.435,362.225,549.6600000000001,0.7059294522976758,3.713430407044906,-9.788871945259046,966.0173113602998,-11.55,-91.395,90.417,181.812,0.3210871285284184,-0.16487828433043455,-19.61300097751709,1994.600823456949,-19.16,-238.153,183.15,421.303,-0.04979841340245149,1.6020633204025514,1.34449853372434,836.8401513578738,-2.933,-86.733,101.917,188.65,0.3256482470661148,-0.29569355279501025,-18.19749266862167,1353.568209338254,-15.226,-135.612,100.723,236.33499999999998,-0.3195397974795985,0.33076102259574647,4.309967741935482,411.72468650091616,2.093,-48.941,69.138,118.07900000000001,0.5246021132077169,0.049466332703476834,-0.6189824046920859,644.2424211836432,2.654,-113.944,86.034,199.978,-1.0384771840135216,2.429450248098903,-19.304757575757595,699.2186809685714,-18.412,-99.595,76.256,175.851,0.0985930810753845,0.10540740808281704,-7.041239491691117,267.86364419796917,-5.789,-57.031,46.143,103.174,-0.11438439230905788,-0.2742237914968997,0.05756714522999262,-7.461,0.7377645531605544,0.22633787337800915,3.0817582608695657,0.09452349382634273,0.3865954611211574,0.016846541549832256,35.677699999999994,78.054,76.969,0
40.83270688898638,23.78933379464523,41.599,0.0,50.019,50.019,-2.9205328029522404,14.86499362896219,24.97222071083804,1189.7500592756721,25.666,-97.726,200.478,298.204,0.015820791931525847,0.7506960462379301,-5.64205792014041,2107.523174420701,-9.689,-158.517,144.526,303.043,0.25005410868818034,-0.17009459012883427,12.577250109697236,1434.6673866828098,13.456,-189.685,134.955,324.64,-0.2583338948923697,0.7750332731259605,19.92143396226414,793.7622372308211,16.304,-54.235,132.794,187.029,0.6414483329005227,0.4817959571967604,-18.941044317683144,1365.0570577526466,-20.164,-119.125,208.437,327.562,0.27742639471326735,0.4981356531914818,-4.923381746379977,517.8238491193505,-4.38,-78.485,76.42,154.905,-0.1990915341616513,0.3256994525698345,-2.5882913558578333,428.0750740581825,-4.703,-96.176,80.599,176.775,0.3297415059462493,0.6117534303366585,-6.263467310223778,220.69392530874205,-5.846,-57.509,51.21,108.719,-0.09117583083786196,0.1237418756770101,4.484044317683194,323.65783460865794,5.029,-56.735,68.184,124.919,-0.06332297126926377,0.16459801555759884,-10.920415971917512,392.5893126899294,-10.682,-92.702,67.208,159.91,-0.14181996431239582,0.3748730234838528,0.5733637560333474,155.45161745015236,1.144,-46.489,48.98,95.469,-0.13139682069906888,0.28803651434116767,0.12024011582547661,-13.901,0.6695702352229699,0.9028280683218326,2.1155355909090914,0.02594579396266293,0.26626132269099195,1.5069166750467075E-6,26.070344999999996,113.062,111.924,0
46.52694663573087,29.47824122238226,47.395,18.574,55.345,36.771,-1.7989310951234971,5.329030705637132,91.26612761020876,2250.446624515433,87.019,-27.953,371.268,399.22099999999995,1.4257432444306852,5.476752851813802,-40.66587161639602,3062.6020319835043,-38.344,-183.102,163.458,346.56,0.1358182877234457,0.16639860206566018,-5.370626450116008,2689.2841814710355,-12.438,-380.149,198.184,578.333,0.1578439634042939,3.0333962271512003,35.30055065738596,955.1052170757982,32.016,-60.891,156.221,217.112,0.48727956035516873,0.5088216530989197,-28.547812064965154,1548.957445583078,-31.32,-132.602,244.357,376.959,0.9598669002950734,3.3949117884333315,-18.485682907965987,792.9894942569603,-16.666,-113.384,68.626,182.01,-0.1264416199047241,0.08505584969487683,0.7230904872389812,1093.5806411257063,0.505,-141.198,152.039,293.23699999999997,0.33135848366871984,1.8191512483926398,-9.034423820572295,297.2444457180697,-9.06,-77.97,50.017,127.987,0.03662776078460333,0.8005949217472148,7.211464810518171,603.7683455709358,4.405,-76.447,114.398,190.845,0.6747183352927524,0.9966615869870246,-16.60453982985306,508.6685864312686,-14.743,-127.713,61.889,189.602,-0.4790808932436971,1.4715400427852035,-0.08462412993039282,246.08090571155333,1.212,-55.074,59.196,114.27,-0.2788016039976545,0.2753997800212826,0.08784202655102236,-5.848,0.5222791742439231,0.7784472263087042,2.4949615789473687,0.013814959234653004,0.3132494285714286,5.081114442872873E-7,28.545288,95.88,95.62,0
38.02806250000001,44.036155622905035,39.385,0.0,48.547,48.547,-1.3544546174497916,2.633835914472474,68.0134877232143,4373.950107097058,62.629,-121.434,412.012,533.446,1.0508444992748032,3.172103021033345,-35.56735044642859,3482.6424052669904,-33.563,-219.437,131.0,350.437,-0.22126767453946206,0.10856104667029579,32.67542075892852,5491.630653884217,35.065,-251.769,296.825,548.594,-0.028744650875959895,1.35526494873893,22.192023437499962,1083.1431168452605,21.581,-70.49,132.255,202.745,0.11451780058678131,-0.27775219207995516,4.110621651785715,2458.7394100522233,0.964,-115.997,244.411,360.408,0.62097303045772,1.3200941667408386,-11.188091517857133,816.1646100497172,-11.547,-88.601,78.215,166.816,0.05460940214285732,-0.3264857103663055,2.011279017857144,1506.5641727689917,2.594,-134.504,140.667,275.171,-0.15713133744706,1.197017452177983,-14.727180803571434,354.91199412593306,-13.417,-73.353,50.538,123.89099999999999,-0.14167129305578333,0.3802709214476667,11.794551339285707,899.7312977470831,8.068,-80.157,125.549,205.70600000000002,0.5783732041145774,0.6001397193067922,-25.549839285714253,791.8332799920197,-25.342,-122.567,91.16,213.72699999999998,0.06479053872612438,0.7938061153426692,-1.2118738839285716,207.6873601192726,-0.449,-50.429,65.545,115.974,-0.31739436440987995,0.6791303781045316,0.09693668874268097,-13.65,0.498679758698466,0.6509115081563691,2.381303544303797,0.03575692748727686,0.2976025937499998,5.038352886345852E-6,23.95494375,101.036,100.727,0
46.658201929703736,31.262661695058338,47.803,0.01,55.656,55.646,-1.600293848830283,6.2501376128437345,73.29387525844247,4185.1382615064995,62.962,-121.763,373.392,495.155,0.9923623055632325,2.0786370578994786,-17.705398345968316,2837.023804455009,-16.06,-204.104,187.045,391.149,-0.07046685399459578,1.1620148700397364,24.907153687112285,2919.3004804501575,25.475,-178.357,231.708,410.065,0.046651860694305235,0.623389532854575,22.92001516195726,1126.5184967225273,19.567,-71.543,155.729,227.27200000000002,0.4433013023328289,0.10608519894427239,-7.967012405237764,1485.4779871267456,-11.186,-127.696,194.566,322.262,0.6269229399041688,1.5878537998443287,-10.700614748449354,745.8877417418244,-8.439,-100.314,65.996,166.31,-0.25111743494317834,-0.17133315442834002,-0.7696147484493445,1236.6641761942374,-1.902,-104.819,161.7,266.519,0.2802424997118346,0.09513486644531698,-13.947267401791867,283.52942598913677,-13.608,-74.693,49.782,124.475,-0.03757392378129245,0.9800734327112417,6.2330220537560255,522.7884730698584,5.688,-77.439,77.77,155.209,0.16545089619372844,0.20696883914499872,-19.497661612680904,458.4641433716214,-18.954,-108.541,60.159,168.7,-0.05352359640252881,0.42314409890865295,-2.2897084769124745,158.36237227840394,-1.114,-56.64,36.676,93.316,-0.49578823255786764,0.7240796175300789,0.09803066992535253,-6.688,0.733165680843981,0.7491246583782174,2.352740695652173,0.027968140255652182,0.29591418655097607,1.0671040217061055E-5,21.008171538461536,101.943,100.959,0
38.65839378238347,45.988051353876585,40.555,16.385,50.222,33.837,-1.160536516475118,0.8018011732114394,8.241997409326434,3107.7053420682746,16.774,-171.246,151.384,322.63,-0.6635580785262675,0.3854952694719852,-73.59313385146787,2086.0499868316792,-80.027,-179.816,90.159,269.975,0.2852360873776934,-0.44609628370988386,-16.63391623488776,2618.1708687284968,-17.353,-221.543,201.377,422.92,0.14582367447076422,0.5080617713186388,16.063132987910198,617.9708458716669,14.167,-60.29,122.633,182.923,0.09157716374002095,0.8333187639342694,-8.30003022452505,1634.34101607255,-17.854,-99.004,167.38,266.384,1.1027264574181153,1.5534383707443111,-19.065183937823864,455.0566168416773,-19.404,-82.325,48.275,130.6,-0.07317572805351472,-0.2645960033966561,-0.8561157167530226,759.138218216503,-0.935,-105.0,96.934,201.934,-0.025674079030835295,0.7724270005544657,0.9490138169257348,285.90860327897906,-0.1,-55.623,45.423,101.04599999999999,0.1353510867246458,-0.1380297203742131,-2.5123359240069076,715.3448990944909,-2.412,-85.647,85.905,171.55200000000002,0.3209231103649886,0.2664982976960878,-16.411356649395515,563.2906450075228,-13.908,-93.358,58.539,151.897,-0.24349307233348877,0.393634395644208,3.840183074265981,152.0012902188316,3.264,-35.517,41.409,76.926,-0.08286208615099286,0.0639739785721908,0.08942778604695784,-13.628,0.5534059665194645,0.7594572877268666,2.4831913861386132,0.0309194877940594,0.3104027407407409,2.5535917373987136E-6,25.20662,96.9,96.646,0
