@relation playlist

@attribute timbreMoments-0-0 numeric
@attribute timbreMoments-0-1 numeric
@attribute timbreMoments-0-2 numeric
@attribute timbreMoments-0-3 numeric
@attribute timbreMoments-0-4 numeric
@attribute timbreMoments-0-5 numeric
@attribute timbreMoments-0-6 numeric
@attribute timbreMoments-0-7 numeric
@attribute timbreMoments-1-0 numeric
@attribute timbreMoments-1-1 numeric
@attribute timbreMoments-1-2 numeric
@attribute timbreMoments-1-3 numeric
@attribute timbreMoments-1-4 numeric
@attribute timbreMoments-1-5 numeric
@attribute timbreMoments-1-6 numeric
@attribute timbreMoments-1-7 numeric
@attribute timbreMoments-2-0 numeric
@attribute timbreMoments-2-1 numeric
@attribute timbreMoments-2-2 numeric
@attribute timbreMoments-2-3 numeric
@attribute timbreMoments-2-4 numeric
@attribute timbreMoments-2-5 numeric
@attribute timbreMoments-2-6 numeric
@attribute timbreMoments-2-7 numeric
@attribute timbreMoments-3-0 numeric
@attribute timbreMoments-3-1 numeric
@attribute timbreMoments-3-2 numeric
@attribute timbreMoments-3-3 numeric
@attribute timbreMoments-3-4 numeric
@attribute timbreMoments-3-5 numeric
@attribute timbreMoments-3-6 numeric
@attribute timbreMoments-3-7 numeric
@attribute timbreMoments-4-0 numeric
@attribute timbreMoments-4-1 numeric
@attribute timbreMoments-4-2 numeric
@attribute timbreMoments-4-3 numeric
@attribute timbreMoments-4-4 numeric
@attribute timbreMoments-4-5 numeric
@attribute timbreMoments-4-6 numeric
@attribute timbreMoments-4-7 numeric
@attribute timbreMoments-5-0 numeric
@attribute timbreMoments-5-1 numeric
@attribute timbreMoments-5-2 numeric
@attribute timbreMoments-5-3 numeric
@attribute timbreMoments-5-4 numeric
@attribute timbreMoments-5-5 numeric
@attribute timbreMoments-5-6 numeric
@attribute timbreMoments-5-7 numeric
@attribute timbreMoments-6-0 numeric
@attribute timbreMoments-6-1 numeric
@attribute timbreMoments-6-2 numeric
@attribute timbreMoments-6-3 numeric
@attribute timbreMoments-6-4 numeric
@attribute timbreMoments-6-5 numeric
@attribute timbreMoments-6-6 numeric
@attribute timbreMoments-6-7 numeric
@attribute timbreMoments-7-0 numeric
@attribute timbreMoments-7-1 numeric
@attribute timbreMoments-7-2 numeric
@attribute timbreMoments-7-3 numeric
@attribute timbreMoments-7-4 numeric
@attribute timbreMoments-7-5 numeric
@attribute timbreMoments-7-6 numeric
@attribute timbreMoments-7-7 numeric
@attribute timbreMoments-8-0 numeric
@attribute timbreMoments-8-1 numeric
@attribute timbreMoments-8-2 numeric
@attribute timbreMoments-8-3 numeric
@attribute timbreMoments-8-4 numeric
@attribute timbreMoments-8-5 numeric
@attribute timbreMoments-8-6 numeric
@attribute timbreMoments-8-7 numeric
@attribute timbreMoments-9-0 numeric
@attribute timbreMoments-9-1 numeric
@attribute timbreMoments-9-2 numeric
@attribute timbreMoments-9-3 numeric
@attribute timbreMoments-9-4 numeric
@attribute timbreMoments-9-5 numeric
@attribute timbreMoments-9-6 numeric
@attribute timbreMoments-9-7 numeric
@attribute timbreMoments-10-0 numeric
@attribute timbreMoments-10-1 numeric
@attribute timbreMoments-10-2 numeric
@attribute timbreMoments-10-3 numeric
@attribute timbreMoments-10-4 numeric
@attribute timbreMoments-10-5 numeric
@attribute timbreMoments-10-6 numeric
@attribute timbreMoments-10-7 numeric
@attribute timbreMoments-11-0 numeric
@attribute timbreMoments-11-1 numeric
@attribute timbreMoments-11-2 numeric
@attribute timbreMoments-11-3 numeric
@attribute timbreMoments-11-4 numeric
@attribute timbreMoments-11-5 numeric
@attribute timbreMoments-11-6 numeric
@attribute timbreMoments-11-7 numeric
@attribute normalisedTempo numeric
@attribute loudness numeric
@attribute energy numeric
@attribute valence numeric
@attribute barLengthMean numeric
@attribute barLengthVar numeric
@attribute tatumLengthMean numeric
@attribute tatumLengthVar numeric
@attribute sectionLengthMean numeric
@attribute maxSectionTempo numeric
@attribute minSectionTempo numeric

@data
50.028442590775185,38.346835889382675,51.657,1.398,58.632,57.233999999999995,-2.690714592393698,10.376082076532418,14.886871442590795,2320.472391850846,16.015,-125.126,211.772,336.898,-0.07865987082873796,0.5326709794230279,16.9075053974485,1786.5352083838102,15.344,-117.623,166.438,284.061,0.22520428229368894,0.5147803833180491,-5.25753581943082,1566.7778523236148,-5.945,-179.743,113.525,293.26800000000003,-0.20885636617302314,1.2608879714112355,45.65322669283617,858.662046566438,44.234,-33.451,170.241,203.692,0.3540782607515599,0.30779951382251935,-24.300540726202136,794.4858660030051,-28.091,-100.856,99.536,200.392,0.91996256593796,1.8534441364841385,-1.7654013738959793,634.6762516216479,0.929,-79.711,67.319,147.03,-0.28483267778478016,-0.24029855306777176,-0.22531697742885168,481.8423354171083,0.581,-114.734,88.207,202.94099999999997,-0.320919956886639,1.4516998781795951,-2.518677134445536,272.9259040498792,-3.391,-48.03,59.486,107.51599999999999,0.2516020404190049,0.23315229171115506,1.4124681059862605,315.5054136126857,1.231,-87.799,69.776,157.575,-0.022137040249015073,1.4884246918039417,-11.050133464180579,337.1089801688102,-9.789,-82.377,72.732,155.10899999999998,-0.23292967274553797,1.0268818257396648,-7.4461324828263065,263.40156849814844,-6.006,-65.052,47.592,112.644,-0.2869978347948323,0.4488820879396371,0.21062665279190312,-4.792,0.6646273327712019,0.4141001624717147,1.1882502857142854,0.0051119493700000004,0.19764087956698254,1.5561108095167856E-5,20.946635714285716,152.587,148.923
49.87885578069127,18.72750943144326,50.675,0.015,56.637,56.622,-2.739838330182189,22.4540013553677,55.246886769964235,2274.494727234178,59.501,-133.945,210.042,343.98699999999997,-0.4462108282206913,0.5464218129249347,15.994123957091778,2553.911268717312,10.281,-122.006,216.123,338.129,0.4217088460088463,0.5138161806500047,10.370593563766372,2390.8912195064495,5.237,-186.813,326.657,513.47,0.517913815871596,3.214606983470188,28.406780691299204,860.0677725294114,24.254,-61.458,165.356,226.814,0.594173807068379,0.8503993556061419,-20.494998808104874,1174.2595620775642,-25.841,-128.139,148.631,276.77,0.9697132832506771,2.9512904678529495,15.83211323003575,934.7241832843002,15.663,-75.158,98.249,173.40699999999998,-0.20099751984074415,-0.20177637998036266,-0.3422407628128735,636.4349603548512,-0.396,-92.926,112.929,205.85500000000002,0.13240667397125844,0.8155916818636899,-9.07542193087009,280.4128499554134,-8.565,-82.883,40.656,123.53899999999999,-0.22938369588433558,0.45472460087140004,3.3994898688915396,366.27738315711713,4.659,-105.746,54.789,160.535,-0.48087549629539045,1.4020079135566714,-16.41929797377829,383.5493905053781,-15.01,-96.414,43.839,140.253,-0.21339217847278522,0.7692079429409477,-5.371067938021461,276.0888609345197,-5.171,-58.913,44.885,103.798,-0.08898685414408256,0.23079148157737073,0.17176399507024576,-5.137,0.7046491444598976,0.5713918731804278,1.7464197499999998,0.03432482484783614,0.22061893750000028,4.776384897028162E-6,19.41090909090909,137.115,135.385
51.06011502029775,19.82638378214539,51.839,0.124,58.073,57.949,-3.109170165678686,25.31328285741034,63.51458457374829,2030.253922462688,67.957,-67.191,228.072,295.26300000000003,-0.22774885351618723,0.4544291206552742,15.038683355886326,2682.801261650277,15.874,-131.954,206.826,338.78,0.11794702882064026,0.5237696040334714,12.471048714479027,1875.1191021141553,8.97,-131.636,371.202,502.83799999999997,0.9744297520058812,6.63959230133989,25.39077943166443,879.2009958361068,22.498,-50.85,129.454,180.304,0.49333272614483553,0.16140499969843902,-25.566450608930996,923.7422734267564,-28.279,-117.762,96.231,213.993,0.48135445130486937,1.0571454658306125,8.923102841677947,590.5532231005211,10.102,-81.75,96.389,178.139,-0.26913910186839396,0.3696180256420887,8.649,446.4305108292678,6.709,-57.278,120.595,177.873,0.43823566616354587,1.3144459491298406,-4.840526387009473,236.614431612785,-5.324,-50.018,57.271,107.289,0.24323103092425213,0.280040063227424,4.860921515561572,248.5988740209327,3.754,-64.058,65.711,129.769,0.30497448301949587,0.9310387552251961,-14.635916102841689,481.1393243669363,-14.155,-97.461,68.816,166.277,0.09041113521022666,1.0257552977665407,-0.8698416779431655,262.44672495999515,-2.923,-58.461,50.324,108.785,0.36773339297999635,0.4612100828604154,0.17909285469192976,-5.402,0.8247654872230258,0.9450325254981804,1.7270205882352947,3.732770064065231E-5,0.21591213592232966,1.414329818683717E-6,26.095237142857144,139.35,138.831
49.655233750000015,50.53637310799587,51.67,0.217,59.323,59.106,-1.8471543602488667,4.816613990591064,47.01689249999998,3291.8355591624004,57.731,-137.881,314.384,452.265,-0.6584095437779033,0.7342800515087415,63.88920500000011,3156.0407901481585,59.931,-93.799,257.115,350.914,0.19081145498210525,0.12404519776014457,6.614591250000009,1411.3595291205743,6.164,-131.58,244.658,376.238,0.18421349008246174,2.4861705542032646,36.72975125,1148.4030678491843,34.705,-43.686,147.682,191.368,0.2633106083108164,-0.27071721972163776,-20.390772499999997,598.8787285289047,-22.446,-100.814,90.029,190.843,0.5405435381125451,1.1984996934286305,-7.166881250000002,1052.6443481898855,-9.968,-84.427,97.815,182.24200000000002,0.4389939220021998,-0.34522288399503703,0.5737600000000007,407.7777815868838,1.101,-68.057,118.056,186.113,0.14611792239182286,1.5419752079814937,-12.565472500000007,389.25095354867943,-9.825,-73.258,42.571,115.829,-0.3785474014723502,-0.07882619343989535,-5.867351250000001,230.55471521689438,-5.479,-53.915,46.011,99.926,-0.016809356892260277,0.44381401928373015,-6.797946250000008,204.20680950023646,-6.013,-69.545,52.073,121.618,-0.38678576341266996,1.4650493716835662,-0.37181374999999844,253.2260726098235,-0.618,-48.062,44.718,92.78,-0.08359141371682662,-0.007409532931930562,0.08151255849955946,-4.838,0.7471823523367308,0.4304343558490234,2.5881502597402593,0.01170884401045796,0.3234627184466016,5.1512609129675354E-5,22.626807777777778,94.756,91.852
49.8719458483754,37.87321983441344,51.26,0.0,58.395,58.395,-1.8690616435587617,6.573792454025335,66.0949085439229,2011.792817738614,66.509,-79.425,306.274,385.699,0.4323008078991831,2.7972413218485,60.36797472924186,2244.251623012614,54.796,-132.053,193.543,325.596,0.27145422422148846,0.25266541583088364,10.082610108303244,2476.213710691174,12.422,-184.951,403.815,588.766,0.8572681903053467,9.649494884451206,54.08196991576417,1385.5631282533082,50.808,-51.782,166.648,218.43,0.2806298851653006,0.2970814291926484,-7.71093501805055,909.5321647572188,-14.001,-258.999,114.096,373.095,0.40192306170777214,7.068895176350152,-7.284308062575227,715.6584153604055,-6.514,-91.288,75.895,167.183,-0.1737932413388147,-0.05562363910115146,1.223095066185319,682.051242698181,1.281,-126.347,98.93,225.277,-0.2042631531129024,1.9748044835866605,-0.7891817087845965,270.3114958645327,-0.145,-56.375,48.722,105.09700000000001,-0.19413228988392484,0.3948833504820028,-3.9067448856799043,396.21613139025965,-3.765,-72.948,77.708,150.656,0.3190588351406945,1.129772413637901,-11.272594464500603,528.4588755016075,-9.645,-144.514,70.222,214.736,-0.6387628485378641,2.6892126481516243,-1.5733333333333377,243.7448929236947,-1.777,-60.88,57.082,117.962,0.05015691746806102,0.3974863248409703,0.06512965490829786,-4.912,0.6902372629697775,0.6356435528460979,2.856632191780823,0.16650126251457378,0.36610309688581305,0.014942478440132712,24.15763333333333,82.732,80.286
51.78836179295625,25.341085053795048,53.105,0.0,57.544,57.544,-4.554573122954948,36.50483202503117,66.6830490928495,1357.6202799804933,73.872,-82.328,171.13,253.458,-1.067391220695653,2.129446363116809,2.243226254002134,1499.1970446325151,3.353,-125.566,122.125,247.691,-0.12227063020630025,0.29321953601856915,-1.856345784418356,1282.1783109700486,-2.33,-146.821,178.577,325.398,0.10747332180628012,2.688867011351432,21.010135538954128,490.53993727968583,18.292,-61.643,90.397,152.04000000000002,0.2883000799106969,0.13211488971931093,-24.050610458911414,1037.8486630842076,-27.786,-125.309,97.39,222.699,0.5514577082543148,1.1127977464207992,14.734043756670225,661.0340207747927,16.516,-79.913,95.311,175.224,-0.20382135661859163,0.30281933078957474,4.963457844183567,329.96735184464126,6.147,-65.349,77.285,142.63400000000001,-0.337740652404122,0.8340135361890958,-3.597526147278551,262.41511734573663,-3.268,-57.718,61.221,118.939,-0.2465957145594524,0.15163088007483705,5.493115261472785,201.06118314695678,6.58,-61.429,73.054,134.483,-0.2236909982820089,1.6387352201322058,-12.16672998932764,296.9657744259478,-10.76,-124.661,52.693,177.35399999999998,-0.5955150912789978,3.440870746093239,2.2053255069370317,245.7178093308978,1.649,-55.855,59.439,115.294,0.25669003947967844,0.9469188459616036,0.0954656522319296,-4.399,0.7764852706787031,0.3044519870568302,2.3772064210526316,0.08368491139556548,0.300161338582677,1.156070806129524E-5,23.248835,100.031,0.0
50.1871782065834,45.27743835343356,51.48,0.0,58.494,58.494,-3.675998166537596,18.344550953817535,51.988253121452836,2837.1385395029056,53.721,-94.236,254.408,348.644,0.06760194143904555,0.16704676369909852,10.01715550510783,2258.865611954202,10.603,-146.36,321.917,468.277,0.3053785276560829,2.928177159442193,-2.1573927355278113,1184.738321827401,-1.84,-191.202,123.961,315.163,-0.08211608693119389,1.4246844672939996,41.78116118047675,916.50990809899,42.666,-37.102,132.553,169.655,0.1052597874928945,-0.028063904952052094,-21.49398070374575,865.8819925121268,-24.001,-101.914,151.042,252.95600000000002,0.863427459782877,2.6951559237705722,5.244841089670826,639.660752113355,7.196,-81.686,81.018,162.704,-0.40715343123785913,0.3648514744158949,-2.4875051078320083,636.7206918502579,-2.072,-95.633,109.166,204.79899999999998,0.030090551097377218,1.0139913594296948,-15.977094211123719,357.2933809786144,-16.539,-82.889,44.143,127.032,-0.013531259133674952,0.2749703498739215,-6.091232690124858,382.73648789238433,-6.581,-62.656,80.254,142.91,0.41264252591537853,1.29104392517865,-10.328269012485807,295.0901661945957,-8.585,-82.392,44.752,127.144,-0.39790926557135614,0.6285407630744324,-8.60020658342793,247.14479299591127,-9.528,-52.078,46.459,98.537,0.23984269873114133,0.1205953727801293,0.06653822776987495,-4.952,0.7765458911112679,0.6360290662009316,2.8703007792207798,0.035185196512542725,0.36242860841423974,2.5722603246736267E-5,25.263703333333332,83.729,78.404
46.252382559774915,57.76905726189264,48.463,0.001,56.152,56.151,-1.3711866669814734,2.353606806516446,-27.916237693389622,3028.6216391082094,-28.422,-192.812,196.222,389.034,0.3402056186369788,1.6983380152814862,16.683333333333348,1477.128860492958,12.61,-95.724,158.935,254.659,0.8127938749051405,1.5617611477332896,-14.616350210970452,1725.479604470137,-13.8,-153.05,136.617,289.66700000000003,-0.17681489011423288,0.43250793787161834,46.30000703234871,652.0253662154438,45.618,-22.114,133.05,155.16400000000002,0.14327531958201736,-0.301432279445986,-15.34581153305203,639.8659368573883,-19.625,-86.754,115.207,201.961,1.0877554805644747,2.8151960605077826,-15.377984528832627,407.5297279279293,-15.493,-87.783,48.121,135.904,-0.15909252181930425,0.37836578049169123,-3.0357510548523226,504.12219544357225,-1.954,-91.854,135.676,227.52999999999997,-0.03821005503629517,4.105390811798672,-11.723995780590712,261.2079750858978,-12.049,-60.063,38.149,98.212,0.23073219092480163,-0.0464760361250852,-6.513500703234886,261.58585725598556,-6.689,-65.614,81.209,146.823,0.5797258881871392,3.4120713326483334,-7.720969057665265,289.78065850326635,-5.816,-70.156,53.271,123.427,-0.39081338778163954,0.35878001493223305,-6.273663853727145,223.17160797557855,-5.808,-49.457,43.577,93.03399999999999,-0.04780970427849342,-0.1299510366360638,0.13551783686464786,-7.747,0.5200094986404612,0.39563265739160247,1.9686161607142856,0.03244513355719917,0.25006187358916465,4.318371400951387E-6,18.883333333333333,122.424,119.604
51.912766944114104,22.31771402181079,53.028,0.0,57.868,57.868,-3.074703360636143,19.90851710320008,54.669047562425675,964.7235663215454,56.479,-60.711,171.121,231.832,-0.16493792627323312,5.497565141941334E-4,8.051348394768137,1083.341897693954,7.361,-143.084,119.478,262.562,0.22423099462525292,1.5231951430570694,-10.942765755053516,782.7274554081594,-14.028,-81.632,380.384,462.016,3.8627475128367648,45.80470002277734,-2.492460166468493,350.4613768582323,-3.843,-61.583,57.493,119.076,0.1649828218472178,-0.3309527973658113,-31.20500118906062,384.3258390249985,-31.44,-94.183,117.809,211.99200000000002,1.4904233044240216,8.37846422042454,2.9682485136741965,296.1168963107867,2.043,-71.037,55.334,126.37100000000001,0.12710359765209103,0.04543830741004797,2.0155493460166474,244.44127100500282,2.097,-49.179,101.915,151.094,0.3364582138214136,2.545398389750897,-7.457922711058268,185.73721754997183,-7.601,-48.093,42.284,90.37700000000001,0.21289086272964872,0.45339938581389366,2.594485136741972,146.87436353579068,2.562,-70.515,63.892,134.407,-0.07137217303325114,2.787368452415925,-8.695022592152199,202.65034439115536,-9.086,-106.474,70.325,176.799,0.14445170169470695,7.25669890869281,-2.3093864447086814,137.46799488024462,-2.851,-35.739,34.972,70.711,0.17450346335385153,0.0647189411481497,0.30711814900007595,-5.296,0.8563025478408022,0.39659518526200177,1.295022533936653,0.010024857665368163,0.1617017381489841,1.5050046666573205E-5,20.603809285714284,190.523,177.422
52.043904881101376,43.933108447081416,54.844,0.026,58.387,58.361,-2.6895771485610553,11.948965601903131,50.793369211514374,1904.355618932438,57.397,-89.739,226.538,316.27700000000004,-0.4441319787022425,1.052640231809598,34.112205256570704,1464.268466709696,28.417,-90.597,214.704,305.301,0.9802778287283176,3.1024142505646126,1.980798498122664,1033.0639492989437,1.712,-113.899,296.887,410.786,0.9749415969953101,8.91448814320078,28.603891113892374,399.30955458336706,26.664,-19.927,104.931,124.858,0.7496368266160182,0.9704460851812964,-18.943824780976218,660.1827926459498,-23.255,-125.185,103.752,228.937,0.4681688901240578,2.3210136300852855,-1.9532603254067586,706.613833405829,-0.168,-84.351,80.325,164.676,-0.1898677680354131,-0.16689865508660096,-0.19773591989987346,404.5050659915777,0.18,-117.557,85.416,202.973,-0.04031873721082777,3.2145655251614254,-7.3545794743429225,180.19076167256054,-7.269,-59.957,32.996,92.953,-0.2188146418688695,0.34323838888819275,5.193219023779725,260.0054530309165,4.091,-46.087,68.66,114.747,0.2996619207481752,0.5976651193580812,-7.386262828535676,277.2687563744438,-6.726,-100.626,51.73,152.356,-0.43540078487300177,1.6508687872362573,3.0100262828535675,191.39086693038607,2.946,-33.178,58.495,91.673,0.4721250995934899,0.9695794058170455,0.15325255759334322,-4.123,0.8228478980735603,0.39071222292996227,1.8633506722689066,0.01698061912157813,0.23445915966386546,3.0409141195910503E-6,22.726667,128.503,127.502
